Log-ratio,p-value,minFDR,Nitab v4.5 Gene,Gene,Measure,Description
1.04753685,6.48508E-06,0.000208645,Nitab4.5_0000134g0030,Nitab4.5_0000134g0030,Nitab4.5_0000134g0030,Photosystem II PsbR
1.047463894,0.000488584,0.003375686,Nitab4.5_0001540g0030,Nitab4.5_0001540g0030,Nitab4.5_0001540g0030,Eukaryotic initiation factor 3
1.047348022,4.32586E-05,0.000636496,Nitab4.5_0000749g0160,Nitab4.5_0000749g0160,Nitab4.5_0000749g0160,Unknown
1.047016859,9.77181E-07,7.5687E-05,Nitab4.5_0000976g0080,Nitab4.5_0000976g0080,Nitab4.5_0000976g0080,Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2
1.04677844,0.029731945,0.08499388,Nitab4.5_0001863g0220,Nitab4.5_0001863g0220,Nitab4.5_0001863g0220,Unknown
1.046391964,6.33206E-07,6.26486E-05,Nitab4.5_0000196g0130,Nitab4.5_0000196g0130,Nitab4.5_0000196g0130,Ribosomal protein L11
1.045581579,5.61265E-05,0.000758872,Nitab4.5_0000005g0370,Nitab4.5_0000005g0370,Nitab4.5_0000005g0370,Serine/threonine- / dual specificity protein kinase
1.045514107,1.23492E-05,0.000300208,Nitab4.5_0000035g0230,Nitab4.5_0000035g0230,Nitab4.5_0000035g0230,Unknown
1.044971943,0.000202853,0.001805797,Nitab4.5_0000300g0080,Nitab4.5_0000300g0080,Nitab4.5_0000300g0080,Ribosomal protein L28e
1.044504881,8.85064E-05,0.001019966,Nitab4.5_0002612g0030,Nitab4.5_0002612g0030,Nitab4.5_0002612g0030,Nucleic acid-binding
1.044484615,9.78551E-05,0.001087861,Nitab4.5_0000340g0030,Nitab4.5_0000340g0030,Nitab4.5_0000340g0030,Unknown
1.044018745,0.001508944,0.007865599,Nitab4.5_0001190g0040,Nitab4.5_0001190g0040,Nitab4.5_0001190g0040,Heat shock protein 70 family
1.043941259,0.001022495,0.005867203,Nitab4.5_0000282g0120,Nitab4.5_0000282g0120,Nitab4.5_0000282g0120,Probable transposase
1.043334246,1.26449E-05,0.000303265,Nitab4.5_0001180g0070,Nitab4.5_0001180g0070,Nitab4.5_0001180g0070,Cyclic nucleotide-binding-like
1.041707397,0.00154334,0.007983961,Nitab4.5_0003514g0040,Nitab4.5_0003514g0040,Nitab4.5_0003514g0040,Thiamine pyrophosphate (TPP)-dependent enzyme
1.041138887,0.000179082,0.001650013,Nitab4.5_0002074g0030,Nitab4.5_0002074g0030,Nitab4.5_0002074g0030,Ribosomal protein L25/Gln-tRNA synthetase
1.041048527,0.001099012,0.006191248,Nitab4.5_0002569g0080,Nitab4.5_0002569g0080,Nitab4.5_0002569g0080,Zinc-binding ribosomal protein
1.040878773,7.23786E-06,0.000224329,Nitab4.5_0000007g0060,Nitab4.5_0000007g0060,Nitab4.5_0000007g0060,Tetratricopeptide repeat
1.040661812,1.82034E-07,3.6324E-05,Nitab4.5_0009037g0020,Nitab4.5_0009037g0020,Nitab4.5_0009037g0020,Unknown
1.039872408,1.59366E-07,3.49414E-05,Nitab4.5_0000012g0260,Nitab4.5_0000012g0260,Nitab4.5_0000012g0260,Unknown
1.039384365,2.09011E-05,0.000408578,Nitab4.5_0000017g0230,Nitab4.5_0000017g0230,Nitab4.5_0000017g0230,ADP-glucose pyrophosphorylase
1.039299011,4.9732E-05,0.000700409,Nitab4.5_0001295g0030,Nitab4.5_0001295g0030,Nitab4.5_0001295g0030,Unknown
1.039017916,5.56002E-06,0.000189526,Nitab4.5_0001952g0050,Nitab4.5_0001952g0050,Nitab4.5_0001952g0050,Unknown
1.038925171,7.62334E-05,0.000917876,Nitab4.5_0000662g0130,Nitab4.5_0000662g0130,Nitab4.5_0000662g0130,Protein of unknown function DUF1218
1.038147211,4.02525E-05,0.000609692,Nitab4.5_0001187g0140,Nitab4.5_0001187g0140,Nitab4.5_0001187g0140,Thioredoxin
1.037854373,0.000143182,0.001413187,Nitab4.5_0002331g0010,Nitab4.5_0002331g0010,Nitab4.5_0002331g0010,Haem peroxidase
1.036665916,0.000675287,0.004293094,Nitab4.5_0000155g0200,Nitab4.5_0000155g0200,Nitab4.5_0000155g0200,S-adenosylmethionine synthetase superfamily
1.036555529,0.000231229,0.001971056,Nitab4.5_0001879g0160,Nitab4.5_0001879g0160,Nitab4.5_0001879g0160,Unknown
1.036104202,0.007365037,0.027193216,Nitab4.5_0000006g0450,Nitab4.5_0000006g0450,Nitab4.5_0000006g0450,Unknown
1.035601854,4.73779E-05,0.000676522,Nitab4.5_0000869g0140,Nitab4.5_0000869g0140,Nitab4.5_0000869g0140,Basic-leucine zipper domain
1.034845829,2.52942E-05,0.000458563,Nitab4.5_0000610g0170,Nitab4.5_0000610g0170,Nitab4.5_0000610g0170,Histone core
1.034506798,0.001327723,0.007151863,Nitab4.5_0001338g0040,Nitab4.5_0001338g0040,Nitab4.5_0001338g0040,IGR protein motif
1.034349442,0.000886858,0.005290614,Nitab4.5_0000104g0210,Nitab4.5_0000104g0210,Nitab4.5_0000104g0210,Lipase/lipooxygenase
1.034337521,0.000859544,0.00516572,Nitab4.5_0000111g0100,Nitab4.5_0000111g0100,Nitab4.5_0000111g0100,Protein of unknown function DUF688
1.033073545,0.005216916,0.020662313,Nitab4.5_0002467g0080,Nitab4.5_0002467g0080,Nitab4.5_0002467g0080,Rossmann-like alpha/beta/alpha sandwich fold
1.032651663,0.000247256,0.002068857,Nitab4.5_0000452g0070,Nitab4.5_0000452g0070,Nitab4.5_0000452g0070,Unknown
1.032572031,0.003126138,0.013771214,Nitab4.5_0001302g0030,Nitab4.5_0001302g0030,Nitab4.5_0001302g0030,Unknown
1.032122135,0.000732292,0.004564812,Nitab4.5_0000043g0310,Nitab4.5_0000043g0310,Nitab4.5_0000043g0310,HAD hydrolase
1.032047272,5.01004E-05,0.000703064,Nitab4.5_0001187g0090,Nitab4.5_0001187g0090,Nitab4.5_0001187g0090,ABA/WDS induced protein
1.03190732,0.000793039,0.004844016,Nitab4.5_0000638g0040,Nitab4.5_0000638g0040,Nitab4.5_0000638g0040,Transcription factor
1.031858087,0.001331229,0.007165047,Nitab4.5_0004301g0080,Nitab4.5_0004301g0080,Nitab4.5_0004301g0080,Unknown
1.030532837,9.62686E-07,7.53164E-05,Nitab4.5_0000088g0120,Nitab4.5_0000088g0120,Nitab4.5_0000088g0120,Basic-leucine zipper domain
1.030380487,1.7775E-05,0.00037178,Nitab4.5_0002172g0080,Nitab4.5_0002172g0080,Nitab4.5_0002172g0080,Diacylglycerol acyltransferase
1.030000687,2.37494E-05,0.000444373,Nitab4.5_0001013g0040,Nitab4.5_0001013g0040,Nitab4.5_0001013g0040,P-loop containing nucleoside triphosphate hydrolase
1.02955687,0.006789065,0.025512144,Nitab4.5_0000928g0100,Nitab4.5_0000928g0100,Nitab4.5_0000928g0100,Amino acid transporter
1.029451847,4.94965E-08,2.25393E-05,Nitab4.5_0001591g0190,Nitab4.5_0001591g0190,Nitab4.5_0001591g0190,Unknown
1.029416084,3.09061E-05,0.000515573,Nitab4.5_0002689g0030,Nitab4.5_0002689g0030,Nitab4.5_0002689g0030,Non-structural maintenance of chromosome element 4
1.028998017,0.009563741,0.033447922,Nitab4.5_0000200g0050,Nitab4.5_0000200g0050,Nitab4.5_0000200g0050,Glycoside hydrolase
1.02892065,3.55885E-06,0.000146484,Nitab4.5_0000069g0470,Nitab4.5_0000069g0470,Nitab4.5_0000069g0470,Protein of unknown function DUF1350
1.02858448,1.00714E-05,0.000269575,Nitab4.5_0002692g0070,Nitab4.5_0002692g0070,Nitab4.5_0002692g0070,NAC domain
1.028557062,3.45292E-06,0.000145144,Nitab4.5_0000385g0010,Nitab4.5_0000385g0010,Nitab4.5_0000385g0010,AAA+ ATPase domain
1.028334618,2.15691E-06,0.000114005,Nitab4.5_0000049g0200,Nitab4.5_0000049g0200,Nitab4.5_0000049g0200,Protein phosphatase 2C (PP2C)-like domain
1.02799201,1.67545E-06,9.90434E-05,Nitab4.5_0000136g0430,Nitab4.5_0000136g0430,Nitab4.5_0000136g0430,F-box domain
1.02778545,0.009197833,0.032439465,Nitab4.5_0002354g0010,Nitab4.5_0002354g0010,Nitab4.5_0002354g0010,Zinc finger
1.027659893,0.000456312,0.003216299,Nitab4.5_0000391g0350,Nitab4.5_0000391g0350,Nitab4.5_0000391g0350,Very-long-chain 3-ketoacyl-CoA synthase
1.02755785,0.000140745,0.001396595,Nitab4.5_0003018g0050,Nitab4.5_0003018g0050,Nitab4.5_0003018g0050,SAND domain-like
1.02734971,0.000164034,0.001558658,Nitab4.5_0000804g0030,Nitab4.5_0000804g0030,Nitab4.5_0000804g0030,Protein phosphatase 2C (PP2C)-like domain
1.026724577,0.00019496,0.001757559,Nitab4.5_0001170g0190,Nitab4.5_0001170g0190,Nitab4.5_0001170g0190,X8
1.02671957,0.000772794,0.004750698,Nitab4.5_0000080g0080,Nitab4.5_0000080g0080,Nitab4.5_0000080g0080,AMP-dependent synthetase/ligase
1.026333332,1.76358E-06,0.000101689,Nitab4.5_0000477g0080,Nitab4.5_0000477g0080,Nitab4.5_0000477g0080,Ribosomal protein S2
1.02624464,0.000277707,0.002244847,Nitab4.5_0001772g0100,Nitab4.5_0001772g0100,Nitab4.5_0001772g0100,Zinc finger protein 706
1.025468588,2.9725E-05,0.000503481,Nitab4.5_0000349g0310,Nitab4.5_0000349g0310,Nitab4.5_0000349g0310,Tim10/DDP family zinc finger
1.024815381,9.40375E-05,0.00106115,Nitab4.5_0000121g0260,Nitab4.5_0000121g0260,Nitab4.5_0000121g0260,Homeodomain-like
1.024538219,0.004548767,0.01851566,Nitab4.5_0003823g0040,Nitab4.5_0003823g0040,Nitab4.5_0003823g0040,Alpha/beta hydrolase fold-3
1.024486542,2.79341E-05,0.000483453,Nitab4.5_0000006g0440,Nitab4.5_0000006g0440,Nitab4.5_0000006g0440,4-hydroxyphenylpyruvate dioxygenase
1.024285316,0.001703083,0.008631013,Nitab4.5_0001051g0070,Nitab4.5_0001051g0070,Nitab4.5_0001051g0070,Ribosomal protein L14b/L23e
1.024085283,0.000137952,0.001379105,Nitab4.5_0004469g0020,Nitab4.5_0004469g0020,Nitab4.5_0004469g0020,Bulb-type lectin domain
1.023979783,0.000160143,0.001534423,Nitab4.5_0000232g0270,Nitab4.5_0000232g0270,Nitab4.5_0000232g0270,Protein kinase domain
1.023503542,0.015543206,0.049814767,Nitab4.5_0001012g0030,Nitab4.5_0001012g0030,Nitab4.5_0001012g0030,Unknown
1.023204803,3.60055E-06,0.000148018,Nitab4.5_0000568g0190,Nitab4.5_0000568g0190,Nitab4.5_0000568g0190,Unknown
1.02205801,9.11876E-06,0.000254769,Nitab4.5_0000395g0070,Nitab4.5_0000395g0070,Nitab4.5_0000395g0070,Ribosomal protein L15e
1.021705151,2.7392E-06,0.000129898,Nitab4.5_0002684g0120,Nitab4.5_0002684g0120,Nitab4.5_0002684g0120,Unknown
1.021680355,3.40234E-06,0.000144555,Nitab4.5_0003460g0050,Nitab4.5_0003460g0050,Nitab4.5_0003460g0050,Thioredoxin domain
1.020733356,0.000291811,0.002324993,Nitab4.5_0001764g0130,Nitab4.5_0001764g0130,Nitab4.5_0001764g0130,Alpha crystallin/Hsp20 domain
1.020594835,0.000544079,0.003650384,Nitab4.5_0001565g0050,Nitab4.5_0001565g0050,Nitab4.5_0001565g0050,Helicase
1.020555973,8.78914E-06,0.000251557,Nitab4.5_0001140g0030,Nitab4.5_0001140g0030,Nitab4.5_0001140g0030,Solanesyl diphosphate synthase
1.02045393,4.6426E-05,0.000666265,Nitab4.5_0000008g0860,Nitab4.5_0000008g0860,Nitab4.5_0000008g0860,Chloramphenicol acetyltransferase-like domain
1.02041769,5.08352E-05,0.000709755,Nitab4.5_0001315g0030,Nitab4.5_0001315g0030,Nitab4.5_0001315g0030,Isochorismatase-like
1.019881725,0.000203772,0.001810353,Nitab4.5_0000241g0050,Nitab4.5_0000241g0050,Nitab4.5_0000241g0050,Unknown
1.019808292,1.14946E-07,3.16383E-05,Nitab4.5_0000110g0640,Nitab4.5_0000110g0640,Nitab4.5_0000110g0640,Glycoside hydrolase
1.019705534,0.00408835,0.01704126,Nitab4.5_0003364g0010,Nitab4.5_0003364g0010,Nitab4.5_0003364g0010,Unknown
1.019343972,0.000587136,0.003869359,Nitab4.5_0002752g0020,Nitab4.5_0002752g0020,Nitab4.5_0002752g0020,Band 7 protein
1.019306183,8.72048E-07,7.13693E-05,Nitab4.5_0000302g0020,Nitab4.5_0000302g0020,Nitab4.5_0000302g0020,Ribosomal protein L6
1.019248962,9.40888E-06,0.000259065,Nitab4.5_0000698g0020,Nitab4.5_0000698g0020,Nitab4.5_0000698g0020,Unknown
1.019212723,1.6646E-07,3.53455E-05,Nitab4.5_0000536g0020,Nitab4.5_0000536g0020,Nitab4.5_0000536g0020,Gnk2-homologous domain
1.019191504,0.000406308,0.002956128,Nitab4.5_0002003g0070,Nitab4.5_0002003g0070,Nitab4.5_0002003g0070,Lateral organ boundaries
1.019174337,0.006009878,0.023164931,Nitab4.5_0006340g0020,Nitab4.5_0006340g0020,Nitab4.5_0006340g0020,Unknown
1.01871708,0.000109946,0.001176258,Nitab4.5_0005052g0030,Nitab4.5_0005052g0030,Nitab4.5_0005052g0030,Protein kinase domain
1.018573999,0.002800524,0.012629735,Nitab4.5_0000136g0270,Nitab4.5_0000136g0270,Nitab4.5_0000136g0270,SAM dependent carboxyl methyltransferase
1.018083692,0.000217017,0.001888812,Nitab4.5_0000112g0020,Nitab4.5_0000112g0020,Nitab4.5_0000112g0020,Protein of unknown function DUF639
1.017832756,6.97477E-08,2.4018E-05,Nitab4.5_0002540g0040,Nitab4.5_0002540g0040,Nitab4.5_0002540g0040,Stress up-regulated Nod 19
1.0172925,0.000801146,0.004881784,Nitab4.5_0000033g0380,Nitab4.5_0000033g0380,Nitab4.5_0000033g0380,Methyltransferase type 11
1.016683102,7.3741E-05,0.000897603,Nitab4.5_0002436g0050,Nitab4.5_0002436g0050,Nitab4.5_0002436g0050,Plastocyanin-like
1.01667285,1.59109E-06,9.74333E-05,Nitab4.5_0002890g0020,Nitab4.5_0002890g0020,Nitab4.5_0002890g0020,WD40 repeat
1.016662121,2.8155E-05,0.000484765,Nitab4.5_0001338g0160,Nitab4.5_0001338g0160,Nitab4.5_0001338g0160,NOP5
1.016602159,0.004237303,0.017529091,Nitab4.5_0000159g0130,Nitab4.5_0000159g0130,Nitab4.5_0000159g0130,Major facilitator superfamily domain
1.016407728,0.025084449,0.073982775,Nitab4.5_0005858g0080,Nitab4.5_0005858g0080,Nitab4.5_0005858g0080,Unknown
1.016392708,8.57743E-06,0.000247379,Nitab4.5_0000900g0040,Nitab4.5_0000900g0040,Nitab4.5_0000900g0040,Mpv17/PMP22
1.015784264,0.000346498,0.002631447,Nitab4.5_0000170g0060,Nitab4.5_0000170g0060,Nitab4.5_0000170g0060,Sucrose synthase
1.015535593,0.003109693,0.013712378,Nitab4.5_0000529g0080,Nitab4.5_0000529g0080,Nitab4.5_0000529g0080,EF-hand domain
1.015443087,0.000386963,0.002855117,Nitab4.5_0000188g0310,Nitab4.5_0000188g0310,Nitab4.5_0000188g0310,NAC domain
1.015302658,2.36874E-06,0.000120188,Nitab4.5_0000302g0030,Nitab4.5_0000302g0030,Nitab4.5_0000302g0030,Translation protein SH3-like domain
1.015130758,0.000316053,0.002462901,Nitab4.5_0002497g0030,Nitab4.5_0002497g0030,Nitab4.5_0002497g0030,Thioredoxin
1.014797688,0.001094484,0.006177494,Nitab4.5_0001357g0090,Nitab4.5_0001357g0090,Nitab4.5_0001357g0090,Peptidase C1A
1.014713764,1.81145E-07,3.6324E-05,Nitab4.5_0002328g0040,Nitab4.5_0002328g0040,Nitab4.5_0002328g0040,Cytochrome P450
1.014474809,0.000742726,0.004614461,Nitab4.5_0000506g0120,Nitab4.5_0000506g0120,Nitab4.5_0000506g0120,Major facilitator superfamily domain
1.013324738,0.001190433,0.006557537,Nitab4.5_0000052g0060,Nitab4.5_0000052g0060,Nitab4.5_0000052g0060,Ribosomal protein L27
1.013199329,1.53845E-05,0.000342811,Nitab4.5_0000900g0170,Nitab4.5_0000900g0170,Nitab4.5_0000900g0170,Pentatricopeptide repeat
1.012182117,7.00207E-06,0.000220426,Nitab4.5_0000323g0040,Nitab4.5_0000323g0040,Nitab4.5_0000323g0040,Pentatricopeptide repeat
1.011013508,0.00691218,0.025884419,Nitab4.5_0001003g0190,Nitab4.5_0001003g0190,Nitab4.5_0001003g0190,Unknown
1.010787487,0.007150276,0.026592215,Nitab4.5_0000698g0050,Nitab4.5_0000698g0050,Nitab4.5_0000698g0050,Unknown
1.010453224,0.00299569,0.01331547,Nitab4.5_0000319g0280,Nitab4.5_0000319g0280,Nitab4.5_0000319g0280,Unknown
1.010348797,2.66743E-05,0.000469032,Nitab4.5_0001584g0010,Nitab4.5_0001584g0010,Nitab4.5_0001584g0010,Ferrochelatase
1.009836674,0.029889917,0.085376755,Nitab4.5_0000089g0060,Nitab4.5_0000089g0060,Nitab4.5_0000089g0060,Alpha-D-phosphohexomutase
1.009508371,1.23489E-06,8.53061E-05,Nitab4.5_0001552g0090,Nitab4.5_0001552g0090,Nitab4.5_0001552g0090,BTB/POZ fold
1.009222507,2.84232E-06,0.000131797,Nitab4.5_0000864g0230,Nitab4.5_0000864g0230,Nitab4.5_0000864g0230,Glycoside hydrolase
1.009216785,1.29636E-06,8.68561E-05,Nitab4.5_0000303g0140,Nitab4.5_0000303g0140,Nitab4.5_0000303g0140,Proteinase inhibitor
1.009015083,4.74551E-05,0.000676718,Nitab4.5_0002415g0050,Nitab4.5_0002415g0050,Nitab4.5_0002415g0050,Poly(ADP-ribose) polymerase
1.008662462,0.000588113,0.003873391,Nitab4.5_0001601g0050,Nitab4.5_0001601g0050,Nitab4.5_0001601g0050,Unknown
1.008520365,2.09682E-06,0.000112164,Nitab4.5_0000985g0060,Nitab4.5_0000985g0060,Nitab4.5_0000985g0060,Tetratricopeptide-like helical
1.008005619,7.12407E-06,0.000222746,Nitab4.5_0000508g0100,Nitab4.5_0000508g0100,Nitab4.5_0000508g0100,Calcium/calmodulin-dependent/calcium-dependent protein kinase
1.007471085,3.73405E-07,4.80358E-05,Nitab4.5_0000021g0670,Nitab4.5_0000021g0670,Nitab4.5_0000021g0670,Heat shock factor (HSF)-type
1.007166862,1.20665E-05,0.000297052,Nitab4.5_0000759g0200,Nitab4.5_0000759g0200,Nitab4.5_0000759g0200,Ribosomal protein S24e
1.006827593,6.84242E-07,6.483E-05,Nitab4.5_0000028g0190,Nitab4.5_0000028g0190,Nitab4.5_0000028g0190,Glycoside hydrolase
1.006745338,5.8113E-06,0.000194361,Nitab4.5_0000777g0020,Nitab4.5_0000777g0020,Nitab4.5_0000777g0020,Aspartic peptidase domain
1.006516457,0.000490204,0.003384169,Nitab4.5_0004050g0010,Nitab4.5_0004050g0010,Nitab4.5_0004050g0010,Helicase
1.006184578,5.81477E-07,6.0481E-05,Nitab4.5_0000004g0170,Nitab4.5_0000004g0170,Nitab4.5_0000004g0170,Ribosomal protein S13-like
1.005849361,0.000157871,0.001518802,Nitab4.5_0000892g0150,Nitab4.5_0000892g0150,Nitab4.5_0000892g0150,Homeodomain-like
1.005771637,0.002740463,0.012423549,Nitab4.5_0001301g0070,Nitab4.5_0001301g0070,Nitab4.5_0001301g0070,Zinc finger
1.004541755,0.001320188,0.007125321,Nitab4.5_0001616g0060,Nitab4.5_0001616g0060,Nitab4.5_0001616g0060,Zinc finger C2H2-type/integrase DNA-binding domain
1.003398895,6.26938E-05,0.0008136,Nitab4.5_0000231g0310,Nitab4.5_0000231g0310,Nitab4.5_0000231g0310,Phosphoesterase domain
1.003319025,0.000157479,0.001515445,Nitab4.5_0002786g0010,Nitab4.5_0002786g0010,Nitab4.5_0002786g0010,CCAAT-binding transcription factor
1.003301799,0.009789012,0.034061121,Nitab4.5_0003349g0040,Nitab4.5_0003349g0040,Nitab4.5_0003349g0040,Unknown
1.002928734,1.10889E-06,8.10428E-05,Nitab4.5_0002314g0010,Nitab4.5_0002314g0010,Nitab4.5_0002314g0010,Peptidase S10
1.002768874,3.10885E-06,0.000138084,Nitab4.5_0003930g0030,Nitab4.5_0003930g0030,Nitab4.5_0003930g0030,U box domain
1.002636075,3.2257E-05,0.000527261,Nitab4.5_0002161g0050,Nitab4.5_0002161g0050,Nitab4.5_0002161g0050,Oxoglutarate/iron-dependent dioxygenase
1.002209902,0.000265798,0.002173317,Nitab4.5_0000375g0370,Nitab4.5_0000375g0370,Nitab4.5_0000375g0370,Glutamate/phenylalanine/leucine/valine dehydrogenase
1.001925707,9.25228E-05,0.001051285,Nitab4.5_0000733g0200,Nitab4.5_0000733g0200,Nitab4.5_0000733g0200,B3 DNA binding domain
1.00171423,0.000329775,0.00254415,Nitab4.5_0000917g0130,Nitab4.5_0000917g0130,Nitab4.5_0000917g0130,Translation protein SH3-like domain
1.001482964,0.00010423,0.001134578,Nitab4.5_0000332g0130,Nitab4.5_0000332g0130,Nitab4.5_0000332g0130,Unknown
1.001196921,0.029083314,0.083502564,Nitab4.5_0000303g0300,Nitab4.5_0000303g0300,Nitab4.5_0000303g0300,Unknown
1.000938654,2.31205E-05,0.000437748,Nitab4.5_0002255g0040,Nitab4.5_0002255g0040,Nitab4.5_0002255g0040,Pyruvate phosphate dikinase
1.000118613,0.007576134,0.027807863,Nitab4.5_0002405g0050,Nitab4.5_0002405g0050,Nitab4.5_0002405g0050,Unknown
1.000048637,2.16305E-05,0.00041783,Nitab4.5_0001922g0030,Nitab4.5_0001922g0030,Nitab4.5_0001922g0030,Zinc finger
