Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
1.521384776,0.000198645,0.004437159,Glyma.02G297700,Glyma.02G297700,Glyma.02G297700.Wm82.a2.v1,scarecrow-like 5
1.520086482,4.006E-05,0.001794662,Glyma.16G008500,Glyma.16G008500,Glyma.16G008500.Wm82.a2.v1,Protein kinase superfamily protein
1.519232213,5.7084E-05,0.002160272,Glyma.12G156900,Glyma.12G156900,Glyma.12G156900.Wm82.a2.v1,Plant protein of unknown function (DUF641)
1.518722415,0.001719754,0.017415997,Glyma.11G036100,Glyma.11G036100,Glyma.11G036100.Wm82.a2.v1,RING/U-box superfamily protein
1.517705679,0.008660684,0.051906679,Glyma.05G184500,Glyma.05G184500,Glyma.05G184500.Wm82.a2.v1,WRKY DNA-binding protein 51
1.517603219,4.18318E-06,0.00063192,Glyma.14G189500,Glyma.14G189500,Glyma.14G189500.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
1.516840458,4.85526E-05,0.001992006,Glyma.18G081100,Glyma.18G081100,Glyma.18G081100.Wm82.a2.v1,scarecrow-like 5
1.51555711,0.000216737,0.004658201,Glyma.11G105800,Glyma.11G105800,Glyma.11G105800.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.515458137,0.000228696,0.004816625,Glyma.02G043600,Glyma.02G043600,Glyma.02G043600.Wm82.a2.v1,
1.514489651,0.000158158,0.003896173,Glyma.09G185200,Glyma.09G185200,Glyma.09G185200.Wm82.a2.v1,
1.514482856,0.000269477,0.005334323,Glyma.13G117600,Glyma.13G117600,Glyma.13G117600.Wm82.a2.v1,WRKY family transcription factor
1.513909757,0.001665261,0.017039963,Glyma.06G154700,Glyma.06G154700,Glyma.06G154700.Wm82.a2.v1,embryo defective 2170
1.511717141,0.000225262,0.004778409,Glyma.18G086900,Glyma.18G086900,Glyma.18G086900.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.510717809,0.00020355,0.004510782,Glyma.11G230600,Glyma.11G230600,Glyma.11G230600.Wm82.a2.v1,CRINKLY4 related 3
1.509190083,0.000123362,0.00334803,Glyma.01G235600,Glyma.01G235600,Glyma.01G235600.Wm82.a2.v1,12-oxophytodienoate reductase 2
1.507958651,8.50223E-06,0.000822969,Glyma.11G134800,Glyma.11G134800,Glyma.11G134800.Wm82.a2.v1,
1.506624281,0.000280937,0.005468077,Glyma.02G029200,Glyma.02G029200,Glyma.02G029200.Wm82.a2.v1,Transducin/WD40 repeat-like superfamily protein
1.505749106,0.000702497,0.009813242,Glyma.03G063400,Glyma.03G063400,Glyma.03G063400.Wm82.a2.v1,Plant protein of unknown function (DUF247)
1.503056765,0.001103014,0.013027883,Glyma.13G072800,Glyma.13G072800,Glyma.13G072800.Wm82.a2.v1,RING/U-box superfamily protein
1.502438307,0.002391755,0.021686381,Glyma.14G200200,Glyma.14G200200,Glyma.14G200200.Wm82.a2.v1,
1.497187734,9.15264E-05,0.002826173,Glyma.20G120200,Glyma.20G120200,Glyma.20G120200.Wm82.a2.v1,Protein kinase superfamily protein
1.496946335,4.9123E-05,0.002004975,Glyma.13G176100,Glyma.13G176100,Glyma.13G176100.Wm82.a2.v1,polyubiquitin 10
1.496414542,0.009456464,0.055166069,Glyma.12G216100,Glyma.12G216100,Glyma.12G216100.Wm82.a2.v1,
1.495495915,0.00163577,0.016821116,Glyma.16G041100,Glyma.16G041100,Glyma.16G041100.Wm82.a2.v1,Methyltransferase-related protein
1.495166302,3.58572E-05,0.001688792,Glyma.07G199900,Glyma.07G199900,Glyma.07G199900.Wm82.a2.v1,polyubiquitin 10
1.494126201,2.98354E-06,0.000540319,Glyma.08G340900,Glyma.08G340900,Glyma.08G340900.Wm82.a2.v1,metacaspase 1
1.494119167,0.000350322,0.006242753,Glyma.12G238300,Glyma.12G238300,Glyma.12G238300.Wm82.a2.v1,
1.494105101,0.000111698,0.003153667,Glyma.17G132200,Glyma.17G132200,Glyma.17G132200.Wm82.a2.v1,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
1.491340399,8.31778E-05,0.00267448,Glyma.18G014100,Glyma.18G014100,Glyma.18G014100.Wm82.a2.v1,"beta-1,4-N-acetylglucosaminyltransferase family protein"
1.489436507,0.000516824,0.008025735,Glyma.17G026300,Glyma.17G026300,Glyma.17G026300.Wm82.a2.v1,F-box family protein
1.488097787,0.006572655,0.042912151,Glyma.19G021300,Glyma.19G021300,Glyma.19G021300.Wm82.a2.v1,Glutaredoxin family protein
1.486328125,0.000230065,0.00483093,Glyma.04G145000,Glyma.04G145000,Glyma.04G145000.Wm82.a2.v1,"nuclear factor Y, subunit B13"
1.485939622,0.000852984,0.011094142,Glyma.16G033900,Glyma.16G033900,Glyma.16G033900.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.484404087,0.001036316,0.012577665,Glyma.13G326800,Glyma.13G326800,Glyma.13G326800.Wm82.a2.v1,Galactose oxidase/kelch repeat superfamily protein
1.483924985,1.78369E-05,0.001146769,Glyma.13G220900,Glyma.13G220900,Glyma.13G220900.Wm82.a2.v1,Early-responsive to dehydration stress protein (ERD4)
1.482707143,2.38533E-05,0.001351612,Glyma.17G180300,Glyma.17G180300,Glyma.17G180300.Wm82.a2.v1,Disease resistance protein (CC-NBS-LRR class) family
1.481203198,4.15082E-05,0.001825509,Glyma.13G139500,Glyma.13G139500,Glyma.13G139500.Wm82.a2.v1,Protein kinase superfamily protein
1.480007693,0.000110525,0.003133219,Glyma.03G074900,Glyma.03G074900,Glyma.03G074900.Wm82.a2.v1,O-fucosyltransferase family protein
1.47599709,3.82954E-05,0.001753454,Glyma.10G109200,Glyma.10G109200,Glyma.10G109200.Wm82.a2.v1,
1.47551465,0.000266105,0.005309448,Glyma.07G031000,Glyma.07G031000,Glyma.07G031000.Wm82.a2.v1,
1.474184304,0.00103288,0.012548605,Glyma.04G194800,Glyma.04G194800,Glyma.04G194800.Wm82.a2.v1,calmodulin-like 38
1.471212864,0.000110527,0.003133219,Glyma.17G187600,Glyma.17G187600,Glyma.17G187600.Wm82.a2.v1,dehydrin family protein
1.471117973,0.000119158,0.003283385,Glyma.17G168900,Glyma.17G168900,Glyma.17G168900.Wm82.a2.v1,WRKY DNA-binding protein 15
1.469328165,0.00325958,0.02664656,Glyma.02G009100,Glyma.02G009100,Glyma.02G009100.Wm82.a2.v1,Protein phosphatase 2C family protein
1.468083024,0.000431132,0.00714651,Glyma.18G216800,Glyma.18G216800,Glyma.18G216800.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.467986345,1.78131E-07,0.000198663,Glyma.18G272500,Glyma.18G272500,Glyma.18G272500.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.467107177,0.000243232,0.005014367,Glyma.19G036800,Glyma.19G036800,Glyma.19G036800.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.466468334,3.01697E-05,0.001531806,Glyma.13G301200,Glyma.13G301200,Glyma.13G301200.Wm82.a2.v1,Wound-responsive family protein
1.46644628,0.000214404,0.004636203,Glyma.01G225100,Glyma.01G225100,Glyma.01G225100.Wm82.a2.v1,highly ABA-induced PP2C gene 3
1.466159225,0.000278969,0.005450211,Glyma.07G140100,Glyma.07G140100,Glyma.07G140100.Wm82.a2.v1,glutathione S-transferase TAU 8
1.466101646,2.0922E-05,0.001260807,Glyma.15G044200,Glyma.15G044200,Glyma.15G044200.Wm82.a2.v1,
1.465847373,0.000195572,0.004400875,Glyma.19G202300,Glyma.19G202300,Glyma.19G202300.Wm82.a2.v1,VQ motif-containing protein
1.465243101,8.44657E-08,0.000182069,Glyma.04G052800,Glyma.04G052800,Glyma.04G052800.Wm82.a2.v1,Protein of unknown function (DUF3511)
1.464803934,7.32648E-05,0.002490025,Glyma.09G185900,Glyma.09G185900,Glyma.09G185900.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.464314461,1.65591E-05,0.001117079,Glyma.14G026300,Glyma.14G026300,Glyma.14G026300.Wm82.a2.v1,Leucine-rich repeat transmembrane protein kinase
1.464107037,0.000289473,0.005576912,Glyma.13G267100,Glyma.13G267100,Glyma.13G267100.Wm82.a2.v1,
1.463003337,1.60965E-05,0.001110359,Glyma.07G258300,Glyma.07G258300,Glyma.07G258300.Wm82.a2.v1,RING-H2 group F1A
1.462890238,0.000560837,0.008460721,Glyma.04G017200,Glyma.04G017200,Glyma.04G017200.Wm82.a2.v1,Protein kinase superfamily protein
1.462886572,3.39515E-05,0.001637928,Glyma.08G005100,Glyma.08G005100,Glyma.08G005100.Wm82.a2.v1,Protein kinase superfamily protein
1.461806357,2.22057E-05,0.001309871,Glyma.09G109200,Glyma.09G109200,Glyma.09G109200.Wm82.a2.v1,Aha1 domain-containing protein
1.456449449,6.04586E-05,0.002232329,Glyma.12G146700,Glyma.12G146700,Glyma.12G146700.Wm82.a2.v1,diacylglycerol kinase 5
1.454649925,1.66113E-05,0.001117079,Glyma.11G215800,Glyma.11G215800,Glyma.11G215800.Wm82.a2.v1,myb domain protein 20
1.454545677,0.000824403,0.010873811,Glyma.18G137000,Glyma.18G137000,Glyma.18G137000.Wm82.a2.v1,
1.453021049,0.00010876,0.003101945,Glyma.16G218000,Glyma.16G218000,Glyma.16G218000.Wm82.a2.v1,cyclic nucleotide-binding transporter 1
1.452319741,0.003257493,0.026639857,Glyma.18G015500,Glyma.18G015500,Glyma.18G015500.Wm82.a2.v1,GCR2-like 1
1.45135355,1.56199E-05,0.001100628,Glyma.17G121900,Glyma.17G121900,Glyma.17G121900.Wm82.a2.v1,
1.451347828,0.00898536,0.053333614,Glyma.14G179200,Glyma.14G179200,Glyma.14G179200.Wm82.a2.v1,
1.450348616,7.92786E-05,0.002601175,Glyma.03G204800,Glyma.03G204800,Glyma.03G204800.Wm82.a2.v1,ABC-2 type transporter family protein
1.449963093,4.75877E-07,0.000299663,Glyma.03G171100,Glyma.03G171100,Glyma.03G171100.Wm82.a2.v1,heat shock cognate protein 70-1
1.449867725,4.26127E-06,0.000635155,Glyma.11G240000,Glyma.11G240000,Glyma.11G240000.Wm82.a2.v1,
1.449539781,1.43399E-06,0.000405927,Glyma.08G094800,Glyma.08G094800,Glyma.08G094800.Wm82.a2.v1,Protein kinase superfamily protein
1.449482918,2.26984E-05,0.001323924,Glyma.06G116300,Glyma.06G116300,Glyma.06G116300.Wm82.a2.v1,plastidic type i signal peptidase 1
1.448646128,0.001075102,0.01285565,Glyma.14G054400,Glyma.14G054400,Glyma.14G054400.Wm82.a2.v1,UDP-glucosyl transferase 89B1
1.448467255,1.79824E-05,0.001150615,Glyma.17G039800,Glyma.17G039800,Glyma.17G039800.Wm82.a2.v1,Protein kinase superfamily protein
1.44839716,1.32669E-06,0.000396087,Glyma.06G200100,Glyma.06G200100,Glyma.06G200100.Wm82.a2.v1,soluble N-ethylmaleimide-sensitive factor adaptor protein 33
1.448173523,4.68679E-05,0.001954363,Glyma.12G179800,Glyma.12G179800,Glyma.12G179800.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.448098421,2.26701E-06,0.000458673,Glyma.15G064500,Glyma.15G064500,Glyma.15G064500.Wm82.a2.v1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
1.447649598,1.37822E-05,0.001036193,Glyma.17G215000,Glyma.17G215000,Glyma.17G215000.Wm82.a2.v1,RING/U-box superfamily protein
1.447452188,0.003983246,0.030576231,Glyma.08G064700,Glyma.08G064700,Glyma.08G064700.Wm82.a2.v1,Glutamyl-tRNA reductase family protein
1.447341636,0.004415727,0.032755638,Glyma.16G176600,Glyma.16G176600,Glyma.16G176600.Wm82.a2.v1,disease resistance family protein / LRR family protein
1.445543051,2.22387E-05,0.001309871,Glyma.18G269200,Glyma.18G269200,Glyma.18G269200.Wm82.a2.v1,methyl esterase 11
1.444035292,2.50533E-05,0.001388811,Glyma.16G029000,Glyma.16G029000,Glyma.16G029000.Wm82.a2.v1,G-box binding factor 3
1.440790176,0.000296883,0.005655502,Glyma.18G272200,Glyma.18G272200,Glyma.18G272200.Wm82.a2.v1,reversibly glycosylated polypeptide 2
1.440591097,0.003138834,0.026041871,Glyma.08G151500,Glyma.08G151500,Glyma.08G151500.Wm82.a2.v1,Thioredoxin superfamily protein
1.44039619,1.14388E-05,0.000932375,Glyma.11G058600,Glyma.11G058600,Glyma.11G058600.Wm82.a2.v1,Homeodomain-like superfamily protein
1.439716339,0.000163335,0.003947364,Glyma.06G108100,Glyma.06G108100,Glyma.06G108100.Wm82.a2.v1,Galactosyltransferase family protein
1.439343929,0.004087128,0.031103416,Glyma.12G060700,Glyma.12G060700,Glyma.12G060700.Wm82.a2.v1,zinc finger (C3HC4-type RING finger) family protein
1.439294755,0.010112593,0.057824975,Glyma.11G056200,Glyma.11G056200,Glyma.11G056200.Wm82.a2.v1,heat shock factor 4
1.43927604,0.000647,0.009291151,Glyma.14G130800,Glyma.14G130800,Glyma.14G130800.Wm82.a2.v1,Protein of unknown function (DUF581)
1.438750148,0.008945041,0.053194582,Glyma.10G014400,Glyma.10G014400,Glyma.10G014400.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.438012004,0.001800267,0.01795589,Glyma.06G050300,Glyma.06G050300,Glyma.06G050300.Wm82.a2.v1,CCCH-type zinc finger family protein
1.437676907,0.004943706,0.035303904,Glyma.08G070300,Glyma.08G070300,Glyma.08G070300.Wm82.a2.v1,arabinogalactan protein 1
1.43767643,7.69049E-05,0.002556018,Glyma.15G206100,Glyma.15G206100,Glyma.15G206100.Wm82.a2.v1,Calmodulin-binding protein
1.437438488,0.00789738,0.048701668,Glyma.08G307600,Glyma.08G307600,Glyma.08G307600.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.436414361,1.37873E-05,0.001036193,Glyma.10G253300,Glyma.10G253300,Glyma.10G253300.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
1.436244667,0.001100157,0.013010588,Glyma.06G141400,Glyma.06G141400,Glyma.06G141400.Wm82.a2.v1,Protein of unknown function (DUF3133)
1.436220646,0.000347537,0.00621882,Glyma.17G250800,Glyma.17G250800,Glyma.17G250800.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.434273601,0.002777854,0.023976903,Glyma.16G135300,Glyma.16G135300,Glyma.16G135300.Wm82.a2.v1,
1.434162378,0.002610558,0.023018582,Glyma.02G104300,Glyma.02G104300,Glyma.02G104300.Wm82.a2.v1,UDP-glycosyltransferase 73B4
1.432556152,4.89901E-06,0.000658418,Glyma.08G019300,Glyma.08G019300,Glyma.08G019300.Wm82.a2.v1,VIRB2-interacting protein 2
1.431128658,0.000943532,0.011880323,Glyma.16G059300,Glyma.16G059300,Glyma.16G059300.Wm82.a2.v1,calmodulin-like 38
1.428987503,6.9263E-05,0.002406539,Glyma.08G243000,Glyma.08G243000,Glyma.08G243000.Wm82.a2.v1,UDP-glucose 6-dehydrogenase family protein
1.428854942,0.002732782,0.023715705,Glyma.18G172600,Glyma.18G172600,Glyma.18G172600.Wm82.a2.v1,Tetratricopeptide repeat (TPR)-like superfamily protein
1.427368931,0.001290623,0.014408701,Glyma.09G005500,Glyma.09G005500,Glyma.09G005500.Wm82.a2.v1,mitogen-activated protein kinase kinase kinase 17
1.427008629,0.000171226,0.004065768,Glyma.18G266900,Glyma.18G266900,Glyma.18G266900.Wm82.a2.v1,glycosyl hydrolase family 81 protein
1.425928593,3.17279E-05,0.001580585,Glyma.09G256400,Glyma.09G256400,Glyma.09G256400.Wm82.a2.v1,fringe-related protein
1.425505638,3.02846E-06,0.000542259,Glyma.06G087100,Glyma.06G087100,Glyma.06G087100.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.425180294,0.000349192,0.006230831,Glyma.10G062600,Glyma.10G062600,Glyma.10G062600.Wm82.a2.v1,UDP-glucosyl transferase 73D1
1.424052238,0.000547968,0.008304581,Glyma.08G110300,Glyma.08G110300,Glyma.08G110300.Wm82.a2.v1,Chalcone and stilbene synthase family protein
1.423906446,0.000527882,0.008127647,Glyma.04G042000,Glyma.04G042000,Glyma.04G042000.Wm82.a2.v1,CYCLIN D3;1
1.423289597,0.00362517,0.0286638,Glyma.03G197900,Glyma.03G197900,Glyma.03G197900.Wm82.a2.v1,NAC domain containing protein 90
1.423197985,2.33346E-06,0.000463747,Glyma.18G210000,Glyma.18G210000,Glyma.18G210000.Wm82.a2.v1,Protein of unknown function (DUF567)
1.420315683,0.001961748,0.019089377,Glyma.09G207000,Glyma.09G207000,Glyma.09G207000.Wm82.a2.v1,
1.419645429,0.000303367,0.0057207,Glyma.20G114600,Glyma.20G114600,Glyma.20G114600.Wm82.a2.v1,Glycolipid transfer protein (GLTP) family protein
1.419345379,3.65903E-05,0.001712691,Glyma.08G124300,Glyma.08G124300,Glyma.08G124300.Wm82.a2.v1,translocon at the outer envelope membrane of chloroplasts 159
1.418642849,2.04908E-05,0.001242843,Glyma.17G143800,Glyma.17G143800,Glyma.17G143800.Wm82.a2.v1,
1.41732192,9.43019E-05,0.002877003,Glyma.10G082400,Glyma.10G082400,Glyma.10G082400.Wm82.a2.v1,syntaxin of plants 121
1.415941656,0.003140459,0.026043613,Glyma.10G272000,Glyma.10G272000,Glyma.10G272000.Wm82.a2.v1,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
1.41483593,0.000172478,0.004080349,Glyma.17G188800,Glyma.17G188800,Glyma.17G188800.Wm82.a2.v1,"Protein of unknown function, DUF599"
1.412436485,2.50709E-07,0.000225833,Glyma.13G240100,Glyma.13G240100,Glyma.13G240100.Wm82.a2.v1,Rubber elongation factor protein (REF)
1.412353743,3.1568E-05,0.001575218,Glyma.13G035700,Glyma.13G035700,Glyma.13G035700.Wm82.a2.v1,wall associated kinase 5
1.410382748,1.80218E-05,0.001151671,Glyma.15G063400,Glyma.15G063400,Glyma.15G063400.Wm82.a2.v1,Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
1.406928539,3.24479E-06,0.000559542,Glyma.03G256200,Glyma.03G256200,Glyma.03G256200.Wm82.a2.v1,Auxin-responsive GH3 family protein
1.403086662,0.000727825,0.010022169,Glyma.10G040700,Glyma.10G040700,Glyma.10G040700.Wm82.a2.v1,Exostosin family protein
1.402316332,5.99315E-05,0.002225846,Glyma.09G208200,Glyma.09G208200,Glyma.09G208200.Wm82.a2.v1,cellulose synthase-like D3
1.401478648,0.000483616,0.007662923,Glyma.13G365400,Glyma.13G365400,Glyma.13G365400.Wm82.a2.v1,S-domain-2 5
1.398792624,0.000144183,0.003701612,Glyma.11G136300,Glyma.11G136300,Glyma.11G136300.Wm82.a2.v1,
1.397513151,0.000210898,0.004588219,Glyma.03G257900,Glyma.03G257900,Glyma.03G257900.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.397385597,0.000107435,0.003082989,Glyma.10G186500,Glyma.10G186500,Glyma.10G186500.Wm82.a2.v1,phosphate transporter 1;7
1.397239208,0.000967749,0.012033839,Glyma.16G177800,Glyma.16G177800,Glyma.16G177800.Wm82.a2.v1,Protein of unknown function (DUF3464)
1.39656806,2.4809E-05,0.001379359,Glyma.10G179500,Glyma.10G179500,Glyma.10G179500.Wm82.a2.v1,ARM repeat superfamily protein
1.396428153,0.000227797,0.004809191,Glyma.18G198800,Glyma.18G198800,Glyma.18G198800.Wm82.a2.v1,Protein kinase family protein with leucine-rich repeat domain
1.396379709,0.000191496,0.00433976,Glyma.17G197500,Glyma.17G197500,Glyma.17G197500.Wm82.a2.v1,WRKY DNA-binding protein 11
1.394251108,0.000481919,0.007644685,Glyma.20G178300,Glyma.20G178300,Glyma.20G178300.Wm82.a2.v1,
1.392627358,2.22911E-05,0.001310894,Glyma.07G268400,Glyma.07G268400,Glyma.07G268400.Wm82.a2.v1,Calcium-dependent lipid-binding (CaLB domain) family protein
1.392206192,0.000311691,0.005811361,Glyma.06G239900,Glyma.06G239900,Glyma.06G239900.Wm82.a2.v1,early nodulin-like protein 1
1.391851544,1.70558E-05,0.001123238,Glyma.14G145400,Glyma.14G145400,Glyma.14G145400.Wm82.a2.v1,Polyketide cyclase/dehydrase and lipid transport superfamily protein
1.39111805,4.73884E-06,0.000649349,Glyma.20G051900,Glyma.20G051900,Glyma.20G051900.Wm82.a2.v1,Plant L-ascorbate oxidase
1.390650272,0.0022762,0.021022969,Glyma.14G087200,Glyma.14G087200,Glyma.14G087200.Wm82.a2.v1,Gibberellin-regulated family protein
1.390394866,0.001831791,0.018182943,Glyma.04G238900,Glyma.04G238900,Glyma.04G238900.Wm82.a2.v1,myosin heavy chain-related
1.38985014,7.69824E-05,0.002556018,Glyma.20G241200,Glyma.20G241200,Glyma.20G241200.Wm82.a2.v1,Ankyrin repeat family protein
1.389247417,0.002486567,0.02223666,Glyma.15G052700,Glyma.15G052700,Glyma.15G052700.Wm82.a2.v1,Peroxidase superfamily protein
1.388659716,1.82889E-05,0.001158175,Glyma.04G061500,Glyma.04G061500,Glyma.04G061500.Wm82.a2.v1,CBL-interacting protein kinase 25
1.388091564,1.10894E-06,0.000369937,Glyma.14G011600,Glyma.14G011600,Glyma.14G011600.Wm82.a2.v1,HEAT SHOCK PROTEIN 81.4
1.387757659,0.000101236,0.002993517,Glyma.02G055500,Glyma.02G055500,Glyma.02G055500.Wm82.a2.v1,ARM repeat superfamily protein
1.387467384,8.43026E-06,0.000818831,Glyma.07G138400,Glyma.07G138400,Glyma.07G138400.Wm82.a2.v1,Protein of unknown function (DUF3411)
1.382229447,0.000481562,0.007643784,Glyma.18G226200,Glyma.18G226200,Glyma.18G226200.Wm82.a2.v1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
1.380556583,2.07604E-07,0.000200603,Glyma.16G109900,Glyma.16G109900,Glyma.16G109900.Wm82.a2.v1,
1.378945351,0.001365709,0.014976814,Glyma.18G240700,Glyma.18G240700,Glyma.18G240700.Wm82.a2.v1,non-intrinsic ABC protein 11
1.37817198,7.82118E-06,0.000794834,Glyma.15G138500,Glyma.15G138500,Glyma.15G138500.Wm82.a2.v1,
1.377518654,3.61092E-07,0.000253013,Glyma.02G302500,Glyma.02G302500,Glyma.02G302500.Wm82.a2.v1,HEAT SHOCK PROTEIN 81.4
1.377332211,1.76677E-05,0.001142388,Glyma.10G029400,Glyma.10G029400,Glyma.10G029400.Wm82.a2.v1,Bax inhibitor-1 family protein
1.374969959,0.000211293,0.004593364,Glyma.17G235600,Glyma.17G235600,Glyma.17G235600.Wm82.a2.v1,ARM repeat superfamily protein
1.374684811,7.1931E-05,0.002465629,Glyma.17G039000,Glyma.17G039000,Glyma.17G039000.Wm82.a2.v1,S-adenosylmethionine synthetase family protein
1.372554064,0.000238796,0.004953039,Glyma.04G246200,Glyma.04G246200,Glyma.04G246200.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.37249279,5.13677E-07,0.000306261,Glyma.19G172200,Glyma.19G172200,Glyma.19G172200.Wm82.a2.v1,
1.372178555,1.05503E-05,0.00090205,Glyma.02G232100,Glyma.02G232100,Glyma.02G232100.Wm82.a2.v1,exocyst subunit exo70 family protein B1
1.369997263,0.000110751,0.003137996,Glyma.05G077100,Glyma.05G077100,Glyma.05G077100.Wm82.a2.v1,chloride channel B
1.368721366,0.000707629,0.009845672,Glyma.08G319200,Glyma.08G319200,Glyma.08G319200.Wm82.a2.v1,
1.367697269,7.51686E-06,0.00078743,Glyma.13G248500,Glyma.13G248500,Glyma.13G248500.Wm82.a2.v1,S-locus lectin protein kinase family protein
1.366543911,0.001003631,0.012318773,Glyma.17G224600,Glyma.17G224600,Glyma.17G224600.Wm82.a2.v1,Concanavalin A-like lectin protein kinase family protein
1.366364837,2.20164E-05,0.001302941,Glyma.05G147600,Glyma.05G147600,Glyma.05G147600.Wm82.a2.v1,Protein of unknown function (DUF579)
1.365206242,0.001394217,0.015145862,Glyma.13G207100,Glyma.13G207100,Glyma.13G207100.Wm82.a2.v1,
1.365176082,0.001020452,0.012451541,Glyma.02G128400,Glyma.02G128400,Glyma.02G128400.Wm82.a2.v1,F-box and associated interaction domains-containing protein
1.363890171,0.001669459,0.01707357,Glyma.07G053300,Glyma.07G053300,Glyma.07G053300.Wm82.a2.v1,Calcium-binding EF-hand family protein
